item_idx,movie_id
930,1176
931,1177
932,1178
933,1179
934,1180
935,1181
936,1183
937,1184
938,1185
939,1186
940,1187
941,1188
942,1189
943,1190
944,1191
945,1192
946,1193
947,1194
948,1196
949,1197
950,1198
951,1199
952,1200
953,1201
954,1202
955,1203
956,1204
957,1205
958,1206
959,1207
960,1208
961,1209
962,1210
963,1211
964,1212
965,1213
966,1214
967,1215
968,1216
969,1217
970,1218
971,1219
972,1220
973,1221
974,1222
975,1223
976,1224
977,1225
978,1226
979,1227
980,1228
981,1230
982,1231
983,1232
984,1233
985,1234
986,1235
987,1236
988,1237
989,1238
990,1240
991,1241
992,1242
993,1243
994,1244
995,1245
996,1246
997,1247
998,1248
999,1249
1000,1250
1001,1251
1002,1252
1003,1253
1004,1254
1005,1255
1006,1256
1007,1257
1008,1258
1009,1259
1010,1260
1011,1261
1012,1262
1013,1263
1014,1264
1015,1265
1016,1266
1017,1267
1018,1268
1019,1269
1020,1270
1021,1271
1022,1272
1023,1273
1024,1274
1025,1275
1026,1276
1027,1277
1028,1278
1029,1279
1030,1280
1031,1281
1032,1282
1033,1283
1034,1284
1035,1285
1036,1286
1037,1287
1038,1288
1039,1289
1040,1290
1041,1291
1042,1292
1043,1293
1044,1294
1045,1295
1046,1296
1047,1297
1048,1298
1049,1299
1050,1300
1051,1301
1052,1302
1053,1303
1054,1304
1055,1305
1056,1306
1057,1307
1058,1310
1059,1312
1060,1313
1061,1317
1062,1320
1063,1321
1064,1322
1065,1323
1066,1324
1067,1325
1068,1326
1069,1327
1070,1328
1071,1329
1072,1330
1073,1331
1074,1332
1075,1333
1076,1334
1077,1335
1078,1336
1079,1337
1080,1339
1081,1340
1082,1341
1083,1342
1084,1343
1085,1344
1086,1345
1087,1346
1088,1347
1089,1348
1090,1349
1091,1350
1092,1351
1093,1352
1094,1353
1095,1354
1096,1355
1097,1356
1098,1357
1099,1358
1100,1359
1101,1361
1102,1362
1103,1363
1104,1365
1105,1366
1106,1367
1107,1370
1108,1371
1109,1372
1110,1373
1111,1374
1112,1375
1113,1376
1114,1377
1115,1378
1116,1379
1117,1380
1118,1381
1119,1382
1120,1383
1121,1385
1122,1387
1123,1388
1124,1389
1125,1390
1126,1391
1127,1392
1128,1393
1129,1394
1130,1395
1131,1396
1132,1397
1133,1398
1134,1399
1135,1401
1136,1404
1137,1405
1138,1406
1139,1407
1140,1408
1141,1409
1142,1410
1143,1411
1144,1412
1145,1413
1146,1414
1147,1415
1148,1416
1149,1417
1150,1419
1151,1421
1152,1422
1153,1423
1154,1425
1155,1426
1156,1427
1157,1428
1158,1429
1159,1431
1160,1432
1161,1437
1162,1438
1163,1439
1164,1440
1165,1441
1166,1442
1167,1445
1168,1446
1169,1447
1170,1449
1171,1450
1172,1453
1173,1454
1174,1455
1175,1456
1176,1457
1177,1458
1178,1459
1179,1460
1180,1461
1181,1463
1182,1464
1183,1465
1184,1466
1185,1468
1186,1472
1187,1473
1188,1474
1189,1475
1190,1476
1191,1477
1192,1479
1193,1480
1194,1482
1195,1483
1196,1484
1197,1485
1198,1487
1199,1488
1200,1489
1201,1490
1202,1493
1203,1494
1204,1495
1205,1496
1206,1497
1207,1498
1208,1499
1209,1500
1210,1501
1211,1502
1212,1503
1213,1504
1214,1507
1215,1508
1216,1509
1217,1511
1218,1513
1219,1515
1220,1516
1221,1517
1222,1518
1223,1520
1224,1523
1225,1525
1226,1526
1227,1527
1228,1529
1229,1531
1230,1533
1231,1535
1232,1537
1233,1539
1234,1541
1235,1542
1236,1544
1237,1545
1238,1546
1239,1547
1240,1549
1241,1550
1242,1551
1243,1552
1244,1554
1245,1556
1246,1562
1247,1563
1248,1564
1249,1565
1250,1566
1251,1569
1252,1570
1253,1571
1254,1572
1255,1573
1256,1574
1257,1575
1258,1580
1259,1581
1260,1582
1261,1583
1262,1584
1263,1585
1264,1586
1265,1587
1266,1588
1267,1589
1268,1590
1269,1591
1270,1592
1271,1593
1272,1594
1273,1595
1274,1596
1275,1597
1276,1598
1277,1599
1278,1600
1279,1601
1280,1602
1281,1603
1282,1604
1283,1605
1284,1606
1285,1608
1286,1609
1287,1610
1288,1611
1289,1612
1290,1613
1291,1614
1292,1615
1293,1616
1294,1617
1295,1619
1296,1620
1297,1621
1298,1623
1299,1624
1300,1625
1301,1626
1302,1627
1303,1629
1304,1631
1305,1632
1306,1633
1307,1635
1308,1639
1309,1640
1310,1641
1311,1642
1312,1643
1313,1644
1314,1645
1315,1646
1316,1647
1317,1648
1318,1649
1319,1650
1320,1651
1321,1653
1322,1654
1323,1655
1324,1656
1325,1657
1326,1658
1327,1660
1328,1661
1329,1662
1330,1663
1331,1665
1332,1666
1333,1667
1334,1668
1335,1669
1336,1670
1337,1671
1338,1672
1339,1673
1340,1674
1341,1675
1342,1676
1343,1677
1344,1678
1345,1679
1346,1680
1347,1681
1348,1682
1349,1683
1350,1684
1351,1686
1352,1687
1353,1688
1354,1689
1355,1690
1356,1692
1357,1693
1358,1694
1359,1695
1360,1696
1361,1699
1362,1701
1363,1702
1364,1703
1365,1704
1366,1707
1367,1711
1368,1713
1369,1715
1370,1717
1371,1719
1372,1721
1373,1722
1374,1725
1375,1726
1376,1727
1377,1728
1378,1729
1379,1730
1380,1731
1381,1732
1382,1733
1383,1734
1384,1735
1385,1739
1386,1743
1387,1744
1388,1746
1389,1747
1390,1748
1391,1749
1392,1750
1393,1752
1394,1753
1395,1754
1396,1755
1397,1756
1398,1758
1399,1759
1400,1760
1401,1762
1402,1767
1403,1769
1404,1770
1405,1771
1406,1772
1407,1777
1408,1779
1409,1783
1410,1784
1411,1785
1412,1788
1413,1791
1414,1792
1415,1793
1416,1794
1417,1797
1418,1798
1419,1799
1420,1801
1421,1804
1422,1805
1423,1806
1424,1807
1425,1809
1426,1810
1427,1811
1428,1812
1429,1814
1430,1816
1431,1817
1432,1821
1433,1822
1434,1824
1435,1825
1436,1826
1437,1827
1438,1829
1439,1831
1440,1833
1441,1834
1442,1835
1443,1836
1444,1837
1445,1839
1446,1840
1447,1841
1448,1844
1449,1845
1450,1846
1451,1848
1452,1850
1453,1853
1454,1854
1455,1855
1456,1856
1457,1857
1458,1858
1459,1859
1460,1860
1461,1862
1462,1863
1463,1864
1464,1865
1465,1866
1466,1867
1467,1869
1468,1870
1469,1872
1470,1873
1471,1874
1472,1875
1473,1876
1474,1878
1475,1879
1476,1880
1477,1881
1478,1882
1479,1883
1480,1884
1481,1885
1482,1887
1483,1888
1484,1889
1485,1892
1486,1893
1487,1894
1488,1895
1489,1896
1490,1897
1491,1898
1492,1900
1493,1902
1494,1904
1495,1906
1496,1907
1497,1909
1498,1910
1499,1911
1500,1912
1501,1913
1502,1914
1503,1916
1504,1917
1505,1918
1506,1919
1507,1920
1508,1921
1509,1922
1510,1923
1511,1924
1512,1925
1513,1926
1514,1927
1515,1928
1516,1929
1517,1931
1518,1932
1519,1933
1520,1934
1521,1935
1522,1936
1523,1937
1524,1938
1525,1939
1526,1940
1527,1941
1528,1942
1529,1943
1530,1944
1531,1945
1532,1946
1533,1947
1534,1948
1535,1949
1536,1950
1537,1951
1538,1952
1539,1953
1540,1954
1541,1955
1542,1956
1543,1957
1544,1958
1545,1959
1546,1960
1547,1961
1548,1962
1549,1963
1550,1964
1551,1965
1552,1966
1553,1967
1554,1968
1555,1969
1556,1970
1557,1971
1558,1972
1559,1973
1560,1974
1561,1975
1562,1976
1563,1977
1564,1978
1565,1979
1566,1980
1567,1981
1568,1982
1569,1983
1570,1984
1571,1985
1572,1986
1573,1987
1574,1988
1575,1989
1576,1990
1577,1991
1578,1992
1579,1993
1580,1994
1581,1995
1582,1996
1583,1997
1584,1998
1585,1999
1586,2000
1587,2001
1588,2002
1589,2003
1590,2004
1591,2005
1592,2006
1593,2007
1594,2008
1595,2009
1596,2010
1597,2011
1598,2012
1599,2013
1600,2014
1601,2015
1602,2016
1603,2017
1604,2018
1605,2019
1606,2020
1607,2021
1608,2022
1609,2023
1610,2024
1611,2025
1612,2026
1613,2027
1614,2028
1615,2029
1616,2031
1617,2032
1618,2033
1619,2034
1620,2035
1621,2036
1622,2037
1623,2038
1624,2040
1625,2041
1626,2042
1627,2043
1628,2044
1629,2045
1630,2046
1631,2047
1632,2048
1633,2049
1634,2050
1635,2051
1636,2052
1637,2053
1638,2054
1639,2055
1640,2056
1641,2057
1642,2058
1643,2059
1644,2060
1645,2062
1646,2064
1647,2065
1648,2066
1649,2067
1650,2068
1651,2069
1652,2070
1653,2071
1654,2072
1655,2073
1656,2074
1657,2075
1658,2076
1659,2077
1660,2078
1661,2079
1662,2080
1663,2081
1664,2082
1665,2083
1666,2084
1667,2085
1668,2086
1669,2087
1670,2088
1671,2089
1672,2090
1673,2091
1674,2092
1675,2093
1676,2094
1677,2095
1678,2096
1679,2097
1680,2098
1681,2099
1682,2100
1683,2101
1684,2102
1685,2103
1686,2104
1687,2105
1688,2106
1689,2107
1690,2108
1691,2109
1692,2110
1693,2111
1694,2112
1695,2113
1696,2114
1697,2115
1698,2116
1699,2117
1700,2118
1701,2119
1702,2120
1703,2121
1704,2122
1705,2123
1706,2124
1707,2125
1708,2126
1709,2128
1710,2130
1711,2131
1712,2132
1713,2133
1714,2134
1715,2135
1716,2136
1717,2137
1718,2138
1719,2139
1720,2140
1721,2141
1722,2142
1723,2143
1724,2144
1725,2145
1726,2146
1727,2147
1728,2148
1729,2149
1730,2150
1731,2151
1732,2152
1733,2153
1734,2154
1735,2155
1736,2157
1737,2158
1738,2159
1739,2160
1740,2161
1741,2162
1742,2163
1743,2164
1744,2165
1745,2166
1746,2167
1747,2168
1748,2169
1749,2170
1750,2171
1751,2173
1752,2174
1753,2175
1754,2176
1755,2177
1756,2178
1757,2179
1758,2180
1759,2181
1760,2182
1761,2183
1762,2184
1763,2185
1764,2186
1765,2187
1766,2188
1767,2189
1768,2190
1769,2191
1770,2193
1771,2194
1772,2195
1773,2196
1774,2197
1775,2201
1776,2202
1777,2203
1778,2204
1779,2205
1780,2206
1781,2208
1782,2209
1783,2210
1784,2211
1785,2212
1786,2215
1787,2221
1788,2227
1789,2231
1790,2232
1791,2236
1792,2237
1793,2238
1794,2239
1795,2240
1796,2241
1797,2243
1798,2245
1799,2246
1800,2247
1801,2248
1802,2249
1803,2250
1804,2252
1805,2253
1806,2255
1807,2256
1808,2257
1809,2259
1810,2260
1811,2261
1812,2262
1813,2263
1814,2264
1815,2265
1816,2266
1817,2267
1818,2268
1819,2269
1820,2271
1821,2272
1822,2273
1823,2275
1824,2276
1825,2278
1826,2279
1827,2280
1828,2281
1829,2282
1830,2283
1831,2284
1832,2285
1833,2286
1834,2287
1835,2288
1836,2289
1837,2290
1838,2291
1839,2292
1840,2293
1841,2294
1842,2295
1843,2296
1844,2297
1845,2298
1846,2300
1847,2301
1848,2302
1849,2303
1850,2305
1851,2306
1852,2307
1853,2310
1854,2311
1855,2312
1856,2313
1857,2314
1858,2315
1859,2316
1860,2318
1861,2320
1862,2321
1863,2322
1864,2323
1865,2324
1866,2325
1867,2326
1868,2327
1869,2328
1870,2329
1871,2330
1872,2331
1873,2333
1874,2334
1875,2335
1876,2336
1877,2337
1878,2338
1879,2339
1880,2340
1881,2341
1882,2342
1883,2344
1884,2345
1885,2346
1886,2347
1887,2348
1888,2349
1889,2350
1890,2351
1891,2352
1892,2353
1893,2354
1894,2355
1895,2356
1896,2357
1897,2359
1898,2360
1899,2361
1900,2362
1901,2363
1902,2364
1903,2365
1904,2366
1905,2367
1906,2368
1907,2369
1908,2370
1909,2371
1910,2372
1911,2373
1912,2374
1913,2375
1914,2376
1915,2377
1916,2378
1917,2379
1918,2380
1919,2381
1920,2382
1921,2383
1922,2384
1923,2385
1924,2386
1925,2387
1926,2388
1927,2389
1928,2390
1929,2391
1930,2392
1931,2393
1932,2394
1933,2395
1934,2396
1935,2397
1936,2398
1937,2399
1938,2400
1939,2401
1940,2402
1941,2403
1942,2404
1943,2405
1944,2406
1945,2407
1946,2408
1947,2409
1948,2410
1949,2411
1950,2412
1951,2413
1952,2414
1953,2415
1954,2416
1955,2417
1956,2418
1957,2419
1958,2420
1959,2421
1960,2422
1961,2423
1962,2424
1963,2425
1964,2426
1965,2427
1966,2428
1967,2429
1968,2430
1969,2431
1970,2432
1971,2433
1972,2434
1973,2435
1974,2436
1975,2437
1976,2439
1977,2440
1978,2441
1979,2442
1980,2443
1981,2445
1982,2446
1983,2447
1984,2448
1985,2449
1986,2450
1987,2451
1988,2452
1989,2453
1990,2454
1991,2455
1992,2456
1993,2457
1994,2458
1995,2459
1996,2460
1997,2461
1998,2462
1999,2463
2000,2465
2001,2466
2002,2467
2003,2468
2004,2469
2005,2470
2006,2471
2007,2472
2008,2473
2009,2474
2010,2475
2011,2476
2012,2477
2013,2478
2014,2479
2015,2481
2016,2482
2017,2483
2018,2485
2019,2488
2020,2490
2021,2491
2022,2492
2023,2493
2024,2494
2025,2495
2026,2496
2027,2497
2028,2498
2029,2499
2030,2500
2031,2501
2032,2502
2033,2504
2034,2505
2035,2506
2036,2507
2037,2509
2038,2511
2039,2512
2040,2513
2041,2514
2042,2515
2043,2516
2044,2517
2045,2518
2046,2519
2047,2520
2048,2521
2049,2522
2050,2523
2051,2524
2052,2525
2053,2526
2054,2527
2055,2528
2056,2529
2057,2530
2058,2531
2059,2532
2060,2533
2061,2534
2062,2535
2063,2536
2064,2537
2065,2539
2066,2540
2067,2541
2068,2542
2069,2544
2070,2545
2071,2546
2072,2548
2073,2549
2074,2550
2075,2551
2076,2552
2077,2553
2078,2554
2079,2555
2080,2558
2081,2559
2082,2560
2083,2561
2084,2565
2085,2566
2086,2567
2087,2568
2088,2570
2089,2571
2090,2572
2091,2573
2092,2574
2093,2575
2094,2577
2095,2579
2096,2580
2097,2581
2098,2582
2099,2583
2100,2585
2101,2586
2102,2587
2103,2589
2104,2590
2105,2593
2106,2594
2107,2596
2108,2597
2109,2598
2110,2599
2111,2600
2112,2605
2113,2606
2114,2607
2115,2609
2116,2610
2117,2611
2118,2612
2119,2613
2120,2614
2121,2615
2122,2616
2123,2617
2124,2618
2125,2620
2126,2621
2127,2622
2128,2624
2129,2625
2130,2626
2131,2627
2132,2628
2133,2629
2134,2630
2135,2632
2136,2633
2137,2634
2138,2635
2139,2636
2140,2637
2141,2638
2142,2639
2143,2640
2144,2641
2145,2642
2146,2643
2147,2644
2148,2645
2149,2646
2150,2647
2151,2648
2152,2649
2153,2650
2154,2651
2155,2652
2156,2653
2157,2654
2158,2655
2159,2656
2160,2657
2161,2658
2162,2659
2163,2660
2164,2661
2165,2662
2166,2663
2167,2664
2168,2665
2169,2666
2170,2667
2171,2668
2172,2669
2173,2670
2174,2671
2175,2672
2176,2674
2177,2675
2178,2676
2179,2677
2180,2678
2181,2681
2182,2682
2183,2683
2184,2686
2185,2687
2186,2688
2187,2689
2188,2690
2189,2691
2190,2692
2191,2693
2192,2694
2193,2696
2194,2697
2195,2699
2196,2700
2197,2701
2198,2702
2199,2704
2200,2706
2201,2707
2202,2708
2203,2709
2204,2710
2205,2711
2206,2712
2207,2713
2208,2714
2209,2715
2210,2716
2211,2717
2212,2718
2213,2719
2214,2720
2215,2721
2216,2722
2217,2723
2218,2724
2219,2725
2220,2726
2221,2727
2222,2728
2223,2729
2224,2730
2225,2731
2226,2732
2227,2733
2228,2734
2229,2735
2230,2736
2231,2737
2232,2738
2233,2739
2234,2740
2235,2741
2236,2743
2237,2744
2238,2745
2239,2746
2240,2747
2241,2748
2242,2749
2243,2750
2244,2751
2245,2752
2246,2753
2247,2754
2248,2755
2249,2756
2250,2757
2251,2758
2252,2759
2253,2761
2254,2762
2255,2763
2256,2764
2257,2766
2258,2767
2259,2768
2260,2769
2261,2770
2262,2771
2263,2772
2264,2773
2265,2774
2266,2775
2267,2776
2268,2778
2269,2779
2270,2780
2271,2781
2272,2782
2273,2783
2274,2784
2275,2785
2276,2786
2277,2787
2278,2788
2279,2789
2280,2790
2281,2791
2282,2792
2283,2793
2284,2794
2285,2795
2286,2796
2287,2797
2288,2798
2289,2799
2290,2800
2291,2801
2292,2802
2293,2803
2294,2804
2295,2805
2296,2806
2297,2807
2298,2808
2299,2809
2300,2810
2301,2812
2302,2813
2303,2815
2304,2816
2305,2817
2306,2818
2307,2819
2308,2820
2309,2822
2310,2824
2311,2826
2312,2827
2313,2828
2314,2829
2315,2830
2316,2834
2317,2835
2318,2836
2319,2837
2320,2839
2321,2840
2322,2841
2323,2842
2324,2843
2325,2844
2326,2846
2327,2847
2328,2848
2329,2849
2330,2851
2331,2852
2332,2853
2333,2854
2334,2855
2335,2856
2336,2857
2337,2858
2338,2859
2339,2860
2340,2861
2341,2862
2342,2863
2343,2864
2344,2865
2345,2866
2346,2867
2347,2868
2348,2870
2349,2871
2350,2872
2351,2873
2352,2874
2353,2875
2354,2876
2355,2877
2356,2878
2357,2879
2358,2880
2359,2881
2360,2882
2361,2883
2362,2884
2363,2885
2364,2886
2365,2888
2366,2889
2367,2890
2368,2891
2369,2892
2370,2893
2371,2894
2372,2896
2373,2897
2374,2898
2375,2899
2376,2900
2377,2901
2378,2902
2379,2903
2380,2904
2381,2905
2382,2906
2383,2907
2384,2908
2385,2912
2386,2913
2387,2915
2388,2916
2389,2917
2390,2918
2391,2919
2392,2920
2393,2921
2394,2922
2395,2923
2396,2924
2397,2925
2398,2926
2399,2927
2400,2928
2401,2929
2402,2932
2403,2935
2404,2936
2405,2937
2406,2938
2407,2939
2408,2940
2409,2941
2410,2942
2411,2943
2412,2944
2413,2945
2414,2946
2415,2947
2416,2948
2417,2949
2418,2950
2419,2951
2420,2952
2421,2953
2422,2956
2423,2959
2424,2961
2425,2962
2426,2963
2427,2964
2428,2965
2429,2966
2430,2967
2431,2968
2432,2969
2433,2970
2434,2971
2435,2972
2436,2973
2437,2974
2438,2975
2439,2976
2440,2977
2441,2978
2442,2979
2443,2981
2444,2982
2445,2983
2446,2985
2447,2986
2448,2987
2449,2988
2450,2989
2451,2990
2452,2991
2453,2992
2454,2993
2455,2994
2456,2995
2457,2996
2458,2997
2459,2998
2460,3000
2461,3002
2462,3004
2463,3005
2464,3006
2465,3007
2466,3008
2467,3010
2468,3011
2469,3012
2470,3013
2471,3014
2472,3015
2473,3016
2474,3017
2475,3018
2476,3019
2477,3020
2478,3021
2479,3022
2480,3024
2481,3025
2482,3028
2483,3029
2484,3030
2485,3031
2486,3032
2487,3033
2488,3034
2489,3035
2490,3036
2491,3037
2492,3038
2493,3039
2494,3040
2495,3041
2496,3042
2497,3043
2498,3044
2499,3045
2500,3046
2501,3047
2502,3048
2503,3049
2504,3050
2505,3051
2506,3052
2507,3053
2508,3054
2509,3055
2510,3058
2511,3060
2512,3061
2513,3062
2514,3063
2515,3064
2516,3066
2517,3067
2518,3068
2519,3069
2520,3070
2521,3071
2522,3072
2523,3073
2524,3074
2525,3075
2526,3076
2527,3077
2528,3078
2529,3079
2530,3081
2531,3082
2532,3083
2533,3086
2534,3087
2535,3088
2536,3089
2537,3090
2538,3091
2539,3092
2540,3093
2541,3094
2542,3095
2543,3096
2544,3097
2545,3098
2546,3099
2547,3100
2548,3101
2549,3102
2550,3103
2551,3104
2552,3105
2553,3106
2554,3107
2555,3108
2556,3109
2557,3110
2558,3111
2559,3112
2560,3113
2561,3114
2562,3115
2563,3116
2564,3117
2565,3118
2566,3120
2567,3121
2568,3122
2569,3124
2570,3125
2571,3127
2572,3128
2573,3129
2574,3130
2575,3132
2576,3133
2577,3134
2578,3135
2579,3137
2580,3138
2581,3139
2582,3141
2583,3142
2584,3143
2585,3144
2586,3145
2587,3146
2588,3147
2589,3148
2590,3150
2591,3152
2592,3153
2593,3155
2594,3156
2595,3157
2596,3158
2597,3159
2598,3160
2599,3161
2600,3162
2601,3163
2602,3165
2603,3167
2604,3168
2605,3169
2606,3171
2607,3173
2608,3174
2609,3175
2610,3176
2611,3177
2612,3178
2613,3179
2614,3180
2615,3181
2616,3182
2617,3183
2618,3185
2619,3186
2620,3188
2621,3189
2622,3190
2623,3192
2624,3194
2625,3196
2626,3197
2627,3198
2628,3199
2629,3200
