group_id,group_type,method,score_source,aggregation,group_precision_10,group_recall_10,group_ndcg_10,mean_member_ndcg_10,mean_satisfaction,std_satisfaction,worst_member_satisfaction,jain_fairness,minority_cluster_satisfaction,minority_zero_satisfaction_rate,cluster_satisfaction_gap,zero_satisfaction_share,member_hit_share,intra_list_embedding_distance,cluster_entropy,avg_pairwise_embedding_distance,majority_cluster,minority_cluster,noise_share,lambda_std,alpha_minority
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5021407008171082,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.45128005743026733,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.45128005743026733,0.0,0.8083946108818054,,,0.0,0.0,
test_group_0003,homogeneous_cluster_0,mf_average,mf,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4894978106021881,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4894978404045105,0.0,0.8083946108818054,,,0.0,,2.0
test_group_0003,homogeneous_cluster_0,mf_least_misery,mf,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.434889554977417,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4894978404045105,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4894978106021881,0.0,0.8083946108818054,,,0.0,0.0,
test_group_0003,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4481377899646759,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.49959123134613037,0.0,0.8083946108818054,,,0.0,,2.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5088265538215637,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.49959123134613037,0.0,0.8083946108818054,,,0.0,,
test_group_0003,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4481377899646759,0.0,0.8083946108818054,,,0.0,0.0,
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.44162020087242126,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.44162020087242126,0.0,0.5878023505210876,,,0.0,,2.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4638383686542511,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.44162020087242126,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.44162020087242126,0.0,0.5878023505210876,,,0.0,0.0,
test_group_0004,homogeneous_cluster_0,mf_average,mf,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5210068225860596,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5210068225860596,0.0,0.5878023505210876,,,0.0,,2.0
test_group_0004,homogeneous_cluster_0,mf_least_misery,mf,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5069988369941711,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5210068225860596,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5210068225860596,0.0,0.5878023505210876,,,0.0,0.0,
test_group_0004,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.531898558139801,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.531898558139801,0.0,0.5878023505210876,,,0.0,,2.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.52358078956604,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.531898558139801,0.0,0.5878023505210876,,,0.0,,
test_group_0004,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.531898558139801,0.0,0.5878023505210876,,,0.0,0.0,
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5213284492492676,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5213284492492676,0.0,1.009712815284729,,,0.0,,2.0
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5627259016036987,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5213284492492676,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5213284492492676,0.0,1.009712815284729,,,0.0,0.0,
test_group_0005,homogeneous_cluster_0,mf_average,mf,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4801080524921417,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.48617422580718994,0.0,1.009712815284729,,,0.0,,2.0
test_group_0005,homogeneous_cluster_0,mf_least_misery,mf,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5316562056541443,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.48617422580718994,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.4801080524921417,0.0,1.009712815284729,,,0.0,0.0,
test_group_0005,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.3060518801212311,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.30605190992355347,0.0,1.009712815284729,,,0.0,,2.0
test_group_0005,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.2943205237388611,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.30605190992355347,0.0,1.009712815284729,,,0.0,,
test_group_0005,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.3060518801212311,0.0,1.009712815284729,,,0.0,0.0,
test_group_0006,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5496395826339722,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5139739513397217,0.0,1.0334995985031128,,,0.0,,2.0
test_group_0006,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5031317472457886,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5139739513397217,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5496395826339722,0.0,1.0334995985031128,,,0.0,0.0,
test_group_0006,homogeneous_cluster_0,mf_average,mf,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5609909296035767,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5151858925819397,0.0,1.0334995985031128,,,0.0,,2.0
test_group_0006,homogeneous_cluster_0,mf_least_misery,mf,least_misery,0.03333333333333333,0.03846153846153846,0.07336392209936006,0.024454640699786687,0.024454640699786687,0.03458408454059941,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.5845743417739868,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5151858925819397,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5609909296035767,0.0,1.0334995985031128,,,0.0,0.0,
test_group_0006,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5364614129066467,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5525072813034058,0.0,1.0334995985031128,,,0.0,,2.0
test_group_0006,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.414728581905365,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5525072813034058,0.0,1.0334995985031128,,,0.0,,
test_group_0006,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5364614129066467,0.0,1.0334995985031128,,,0.0,0.0,
test_group_0007,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.5771929621696472,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.5771928429603577,0.0,0.7583160400390625,,,0.0,,2.0
test_group_0007,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,0.06666666666666667,0.16666666666666666,0.33013764944712026,0.19519002499605084,0.19519002499605084,0.27604038058935854,0.0,0.3333333333333333,,,0.0,0.6666666666666666,0.3333333333333333,0.6524699926376343,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.5771928429603577,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.5771929621696472,0.0,0.7583160400390625,,,0.0,0.0,
test_group_0007,homogeneous_cluster_0,mf_average,mf,average,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.4712378680706024,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.4712378978729248,0.0,0.7583160400390625,,,0.0,,2.0
test_group_0007,homogeneous_cluster_0,mf_least_misery,mf,least_misery,0.06666666666666667,0.16666666666666666,0.28371255449703187,0.16774173044701232,0.16774173044701232,0.2372226301740967,0.0,0.3333333333333333,,,0.0,0.6666666666666666,0.3333333333333333,0.5201464891433716,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.4712378978729248,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,0.06666666666666667,0.16666666666666666,0.35895421017163476,0.21222747957761057,0.21222747957761057,0.3001349799269159,0.0,0.33333333333333337,,,0.0,0.6666666666666666,0.3333333333333333,0.4712378680706024,0.0,0.7583160400390625,,,0.0,0.0,
test_group_0007,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5770105123519897,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5770105123519897,0.0,0.7583160400390625,,,0.0,,2.0
test_group_0007,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5544053316116333,0.0,0.7583160400390625,,,0.0,,
test_group_0007,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.5770105123519897,0.0,0.7583160400390625,,,0.0,,
