group_id,group_type,user_idx_list,user_id_list,cluster_list,cluster_entropy,avg_pairwise_embedding_distance,majority_cluster,minority_cluster,noise_share
test_group_0033,homogeneous_cluster_0,"[1417, 4088, 3311]","[1816, 5254, 4231]","[0, 0, 0]",0.0,1.0837723016738892,,,0.0
test_group_0034,homogeneous_cluster_0,"[4575, 3590, 2648]","[5851, 4592, 3414]","[0, 0, 0]",0.0,0.8320197463035583,,,0.0
test_group_0035,homogeneous_cluster_0,"[1250, 577, 2217]","[1599, 746, 2865]","[0, 0, 0]",0.0,0.78850919008255,,,0.0
test_group_0036,homogeneous_cluster_0,"[1622, 1968, 1776]","[2075, 2539, 2270]","[0, 0, 0]",0.0,0.5800724625587463,,,0.0
test_group_0037,homogeneous_cluster_0,"[112, 2610, 1457]","[140, 3360, 1867]","[0, 0, 0]",0.0,0.6931734085083008,,,0.0
test_group_0038,homogeneous_cluster_0,"[2039, 993, 3351]","[2629, 1263, 4285]","[0, 0, 0]",0.0,0.7380247712135315,,,0.0
test_group_0039,homogeneous_cluster_0,"[531, 1867, 736]","[691, 2392, 945]","[0, 0, 0]",0.0,1.1683014631271362,,,0.0
test_group_0040,homogeneous_cluster_0,"[1441, 1882, 1564]","[1847, 2409, 2003]","[0, 0, 0]",0.0,1.1386173963546753,,,0.0
test_group_0041,homogeneous_cluster_0,"[3148, 734, 4489]","[4018, 943, 5742]","[0, 0, 0]",0.0,0.7609948515892029,,,0.0
test_group_0042,homogeneous_cluster_0,"[4413, 3751, 345]","[5650, 4808, 445]","[0, 0, 0]",0.0,0.46902236342430115,,,0.0
test_group_0043,homogeneous_cluster_0,"[1766, 1957, 1828]","[2256, 2521, 2333]","[0, 0, 0]",0.0,0.7265083193778992,,,0.0
test_group_0044,homogeneous_cluster_0,"[4588, 73, 3494]","[5869, 96, 4468]","[0, 0, 0]",0.0,0.6477232575416565,,,0.0
test_group_0045,homogeneous_cluster_0,"[159, 3138, 3561]","[204, 4005, 4557]","[0, 0, 0]",0.0,1.1004973649978638,,,0.0
test_group_0046,homogeneous_cluster_0,"[3233, 1020, 3639]","[4123, 1296, 4659]","[0, 0, 0]",0.0,0.9865553975105286,,,0.0
test_group_0047,homogeneous_cluster_0,"[3819, 2241, 1953]","[4895, 2896, 2517]","[0, 0, 0]",0.0,0.7137987017631531,,,0.0
test_group_0048,homogeneous_cluster_0,"[1398, 2571, 4315]","[1790, 3312, 5531]","[0, 0, 0]",0.0,0.7877827286720276,,,0.0
test_group_0049,homogeneous_cluster_0,"[91, 2731, 207]","[117, 3515, 272]","[0, 0, 0]",0.0,0.7676906585693359,,,0.0
test_group_0050,homogeneous_cluster_0,"[3974, 4506, 1999]","[5093, 5762, 2577]","[0, 0, 0]",0.0,0.5635294914245605,,,0.0
test_group_0051,homogeneous_cluster_1,"[3457, 3036, 622]","[4426, 3888, 802]","[1, 1, 1]",0.0,0.5503537058830261,,,0.0
test_group_0052,homogeneous_cluster_1,"[4589, 4623, 167]","[5871, 5915, 220]","[1, 1, 1]",0.0,0.44573912024497986,,,0.0
test_group_0053,homogeneous_cluster_1,"[979, 3633, 4099]","[1244, 4652, 5268]","[1, 1, 1]",0.0,0.26617202162742615,,,0.0
test_group_0054,homogeneous_cluster_1,"[3719, 4158, 892]","[4767, 5339, 1133]","[1, 1, 1]",0.0,0.24618540704250336,,,0.0
test_group_0055,homogeneous_cluster_1,"[2864, 2067, 201]","[3683, 2666, 265]","[1, 1, 1]",0.0,0.49270519614219666,,,0.0
test_group_0056,homogeneous_cluster_1,"[4255, 1349, 177]","[5460, 1729, 235]","[1, 1, 1]",0.0,0.2657060921192169,,,0.0
test_group_0057,homogeneous_cluster_1,"[4472, 3885, 3476]","[5723, 4978, 4447]","[1, 1, 1]",0.0,0.366873174905777,,,0.0
test_group_0058,homogeneous_cluster_1,"[347, 4055, 2227]","[449, 5204, 2880]","[1, 1, 1]",0.0,0.20438532531261444,,,0.0
test_group_0059,homogeneous_cluster_1,"[477, 2296, 2046]","[623, 2964, 2637]","[1, 1, 1]",0.0,0.28026464581489563,,,0.0
test_group_0060,homogeneous_cluster_1,"[2442, 2619, 942]","[3143, 3371, 1196]","[1, 1, 1]",0.0,0.49037209153175354,,,0.0
test_group_0061,homogeneous_cluster_1,"[1164, 3511, 2421]","[1483, 4488, 3116]","[1, 1, 1]",0.0,0.4522422254085541,,,0.0
test_group_0062,homogeneous_cluster_1,"[3761, 1367, 3807]","[4818, 1749, 4879]","[1, 1, 1]",0.0,0.5381121635437012,,,0.0
test_group_0063,homogeneous_cluster_1,"[4065, 2983, 3780]","[5220, 3828, 4841]","[1, 1, 1]",0.0,0.28552982211112976,,,0.0
test_group_0064,homogeneous_cluster_1,"[263, 2202, 608]","[342, 2849, 787]","[1, 1, 1]",0.0,0.25992751121520996,,,0.0
test_group_0065,homogeneous_cluster_1,"[3619, 2464, 1001]","[4631, 3172, 1273]","[1, 1, 1]",0.0,0.4326978921890259,,,0.0
test_group_0066,homogeneous_cluster_1,"[1096, 4233, 1773]","[1390, 5434, 2265]","[1, 1, 1]",0.0,0.5978691577911377,,,0.0
test_group_0067,homogeneous_cluster_1,"[2181, 4558, 3492]","[2817, 5831, 4466]","[1, 1, 1]",0.0,0.3503763675689697,,,0.0
test_group_0068,homogeneous_cluster_1,"[2814, 3371, 2530]","[3621, 4308, 3259]","[1, 1, 1]",0.0,0.48441195487976074,,,0.0
test_group_0069,homogeneous_cluster_1,"[495, 4307, 1144]","[645, 5520, 1451]","[1, 1, 1]",0.0,0.29298165440559387,,,0.0
test_group_0070,homogeneous_cluster_1,"[1566, 1604, 118]","[2005, 2051, 149]","[1, 1, 1]",0.0,0.4094100892543793,,,0.0
test_group_0071,homogeneous_cluster_1,"[3731, 503, 4094]","[4784, 655, 5262]","[1, 1, 1]",0.0,0.3433908522129059,,,0.0
test_group_0072,homogeneous_cluster_1,"[3340, 2597, 2278]","[4269, 3344, 2942]","[1, 1, 1]",0.0,0.4492502212524414,,,0.0
test_group_0073,homogeneous_cluster_1,"[3247, 1399, 1288]","[4139, 1791, 1647]","[1, 1, 1]",0.0,0.4324190616607666,,,0.0
test_group_0074,homogeneous_cluster_1,"[1122, 2484, 2494]","[1422, 3200, 3210]","[1, 1, 1]",0.0,0.40057650208473206,,,0.0
test_group_0075,homogeneous_cluster_1,"[1995, 1329, 881]","[2572, 1701, 1120]","[1, 1, 1]",0.0,0.37405478954315186,,,0.0
test_group_0076,homogeneous_cluster_1,"[493, 1681, 459]","[643, 2145, 601]","[1, 1, 1]",0.0,0.3564569652080536,,,0.0
test_group_0077,homogeneous_cluster_1,"[3061, 2664, 1433]","[3916, 3433, 1836]","[1, 1, 1]",0.0,0.4297632873058319,,,0.0
test_group_0078,homogeneous_cluster_1,"[1528, 4718, 4304]","[1956, 6036, 5517]","[1, 1, 1]",0.0,0.4212077558040619,,,0.0
test_group_0079,homogeneous_cluster_1,"[3078, 3504, 3829]","[3938, 4480, 4906]","[1, 1, 1]",0.0,0.4201819896697998,,,0.0
test_group_0080,homogeneous_cluster_1,"[748, 2995, 4334]","[960, 3841, 5554]","[1, 1, 1]",0.0,0.5538720488548279,,,0.0
test_group_0081,homogeneous_cluster_1,"[750, 4527, 343]","[962, 5788, 442]","[1, 1, 1]",0.0,0.25983887910842896,,,0.0
test_group_0082,homogeneous_cluster_1,"[4073, 395, 2470]","[5232, 513, 3180]","[1, 1, 1]",0.0,0.4637371003627777,,,0.0
test_group_0083,homogeneous_cluster_1,"[3736, 4281, 2258]","[4790, 5493, 2915]","[1, 1, 1]",0.0,0.36242905259132385,,,0.0
test_group_0084,homogeneous_cluster_1,"[2623, 2590, 2529]","[3380, 3336, 3258]","[1, 1, 1]",0.0,0.3040182888507843,,,0.0
test_group_0085,homogeneous_cluster_1,"[4269, 2183, 3896]","[5481, 2820, 4994]","[1, 1, 1]",0.0,0.619818389415741,,,0.0
test_group_0086,homogeneous_cluster_1,"[2211, 2898, 4635]","[2859, 3718, 5930]","[1, 1, 1]",0.0,0.5765841007232666,,,0.0
test_group_0087,homogeneous_cluster_1,"[3355, 3376, 3386]","[4290, 4313, 4327]","[1, 1, 1]",0.0,0.3225737512111664,,,0.0
test_group_0088,homogeneous_cluster_1,"[3674, 4394, 3727]","[4706, 5627, 4780]","[1, 1, 1]",0.0,0.36842313408851624,,,0.0
test_group_0089,homogeneous_cluster_1,"[1327, 1346, 904]","[1699, 1726, 1146]","[1, 1, 1]",0.0,0.632615864276886,,,0.0
test_group_0090,homogeneous_cluster_1,"[598, 3920, 4173]","[774, 5024, 5356]","[1, 1, 1]",0.0,0.4360552728176117,,,0.0
test_group_0091,homogeneous_cluster_1,"[406, 2319, 1820]","[524, 2993, 2324]","[1, 1, 1]",0.0,0.20596925914287567,,,0.0
test_group_0092,homogeneous_cluster_1,"[2760, 1927, 2279]","[3556, 2477, 2943]","[1, 1, 1]",0.0,0.6951122283935547,,,0.0
test_group_0093,homogeneous_cluster_1,"[1036, 1149, 1520]","[1320, 1463, 1947]","[1, 1, 1]",0.0,0.37863636016845703,,,0.0
test_group_0094,homogeneous_cluster_1,"[4165, 1671, 1644]","[5347, 2132, 2100]","[1, 1, 1]",0.0,0.5372881889343262,,,0.0
test_group_0095,homogeneous_cluster_1,"[2131, 719, 133]","[2761, 924, 173]","[1, 1, 1]",0.0,0.3118516206741333,,,0.0
test_group_0096,homogeneous_cluster_1,"[1142, 3456, 1126]","[1449, 4425, 1426]","[1, 1, 1]",0.0,0.40009939670562744,,,0.0
test_group_0097,homogeneous_cluster_1,"[4265, 4673, 1235]","[5474, 5981, 1583]","[1, 1, 1]",0.0,0.5161781311035156,,,0.0
test_group_0098,homogeneous_cluster_1,"[969, 3245, 964]","[1230, 4137, 1222]","[1, 1, 1]",0.0,0.32111236453056335,,,0.0
test_group_0099,homogeneous_cluster_1,"[4524, 1406, 3142]","[5785, 1800, 4011]","[1, 1, 1]",0.0,0.3057158887386322,,,0.0
test_group_0100,homogeneous_cluster_1,"[2455, 2722, 3776]","[3159, 3505, 4835]","[1, 1, 1]",0.0,0.4924425780773163,,,0.0
test_group_0101,diverse_balanced,"[2080, 50, 2212]","[2683, 65, 2860]","[-1, 0, 1]",0.9999999999999998,0.9962959885597229,,,0.3333333333333333
test_group_0102,diverse_balanced,"[394, 3169, 2916]","[510, 4042, 3745]","[0, 1, -1]",0.9999999999999998,0.8186190724372864,,,0.3333333333333333
test_group_0103,diverse_balanced,"[2541, 1849, 2696]","[3271, 2365, 3474]","[0, -1, 1]",0.9999999999999998,0.761073648929596,,,0.3333333333333333
test_group_0104,diverse_balanced,"[2468, 2371, 4356]","[3177, 3055, 5580]","[0, -1, 1]",0.9999999999999998,0.566230833530426,,,0.3333333333333333
test_group_0105,diverse_balanced,"[162, 4300, 2098]","[210, 5513, 2715]","[-1, 1, 0]",0.9999999999999998,0.875510036945343,,,0.3333333333333333
test_group_0106,diverse_balanced,"[63, 2167, 4164]","[82, 2801, 5346]","[1, 0, -1]",0.9999999999999998,0.707213819026947,,,0.3333333333333333
test_group_0107,diverse_balanced,"[1502, 808, 745]","[1925, 1031, 957]","[-1, 0, 1]",0.9999999999999998,0.802112877368927,,,0.3333333333333333
test_group_0108,diverse_balanced,"[1100, 2838, 4033]","[1395, 3654, 5176]","[1, -1, 0]",0.9999999999999998,0.7410264015197754,,,0.3333333333333333
test_group_0109,diverse_balanced,"[2184, 2718, 2869]","[2822, 3500, 3688]","[0, 1, -1]",0.9999999999999998,0.7635040879249573,,,0.3333333333333333
test_group_0110,diverse_balanced,"[3687, 464, 1742]","[4725, 608, 2228]","[-1, 0, 1]",0.9999999999999998,0.7592678070068359,,,0.3333333333333333
test_group_0111,diverse_balanced,"[4536, 2721, 3454]","[5801, 3504, 4422]","[1, -1, 0]",0.9999999999999998,0.630362331867218,,,0.3333333333333333
test_group_0112,diverse_balanced,"[4107, 3793, 2743]","[5277, 4859, 3529]","[1, 0, -1]",0.9999999999999998,0.6656247973442078,,,0.3333333333333333
test_group_0113,diverse_balanced,"[126, 237, 94]","[162, 309, 120]","[0, -1, 1]",0.9999999999999998,0.5512625575065613,,,0.3333333333333333
test_group_0114,diverse_balanced,"[3676, 2290, 1697]","[4708, 2955, 2166]","[1, -1, 0]",0.9999999999999998,0.9587575793266296,,,0.3333333333333333
test_group_0115,diverse_balanced,"[1756, 4594, 4305]","[2244, 5879, 5518]","[1, -1, 0]",0.9999999999999998,0.6225200295448303,,,0.3333333333333333
test_group_0116,diverse_balanced,"[2391, 358, 972]","[3082, 462, 1233]","[1, 0, -1]",0.9999999999999998,0.648350179195404,,,0.3333333333333333
test_group_0117,diverse_balanced,"[3412, 897, 3248]","[4361, 1138, 4140]","[1, -1, 0]",0.9999999999999998,0.5376074910163879,,,0.3333333333333333
test_group_0118,diverse_balanced,"[2615, 498, 4456]","[3365, 648, 5705]","[0, 1, -1]",0.9999999999999998,0.749495804309845,,,0.3333333333333333
test_group_0119,diverse_balanced,"[3090, 1921, 1464]","[3951, 2465, 1875]","[0, 1, -1]",0.9999999999999998,0.7319249510765076,,,0.3333333333333333
test_group_0120,diverse_balanced,"[928, 1573, 1450]","[1175, 2012, 1858]","[0, 1, -1]",0.9999999999999998,0.972825825214386,,,0.3333333333333333
test_group_0121,diverse_balanced,"[504, 3746, 4110]","[656, 4801, 5281]","[-1, 0, 1]",0.9999999999999998,0.8236863017082214,,,0.3333333333333333
test_group_0122,diverse_balanced,"[672, 2451, 4391]","[863, 3155, 5624]","[1, 0, -1]",0.9999999999999998,0.6983103156089783,,,0.3333333333333333
test_group_0123,diverse_balanced,"[371, 3290, 2075]","[477, 4203, 2678]","[1, -1, 0]",0.9999999999999998,0.7434604167938232,,,0.3333333333333333
test_group_0124,diverse_balanced,"[3715, 3080, 959]","[4763, 3941, 1217]","[0, -1, 1]",0.9999999999999998,0.7309703826904297,,,0.3333333333333333
test_group_0125,diverse_balanced,"[4495, 2017, 2270]","[5749, 2600, 2933]","[1, 0, -1]",0.9999999999999998,0.8901370167732239,,,0.3333333333333333
test_group_0126,diverse_balanced,"[4192, 1851, 965]","[5385, 2367, 1223]","[1, 0, -1]",0.9999999999999998,0.6333507895469666,,,0.3333333333333333
test_group_0127,diverse_balanced,"[4712, 4541, 59]","[6028, 5807, 76]","[0, -1, 1]",0.9999999999999998,0.4377126693725586,,,0.3333333333333333
test_group_0128,diverse_balanced,"[4388, 4145, 1247]","[5621, 5326, 1595]","[1, 0, -1]",0.9999999999999998,1.1408075094223022,,,0.3333333333333333
test_group_0129,diverse_balanced,"[4243, 3869, 2812]","[5448, 4957, 3619]","[-1, 1, 0]",0.9999999999999998,0.9621232151985168,,,0.3333333333333333
test_group_0130,diverse_balanced,"[1924, 3811, 3223]","[2469, 4886, 4112]","[-1, 0, 1]",0.9999999999999998,0.6748006343841553,,,0.3333333333333333
test_group_0131,diverse_balanced,"[4511, 4104, 4123]","[5767, 5273, 5298]","[0, 1, -1]",0.9999999999999998,0.861989438533783,,,0.3333333333333333
test_group_0132,diverse_balanced,"[2305, 641, 1231]","[2975, 825, 1576]","[1, -1, 0]",0.9999999999999998,0.5964432954788208,,,0.3333333333333333
test_group_0133,diverse_balanced,"[3295, 2568, 3594]","[4208, 3309, 4598]","[0, 1, -1]",0.9999999999999998,0.5431945323944092,,,0.3333333333333333
test_group_0134,diverse_balanced,"[4009, 35, 2908]","[5136, 45, 3733]","[-1, 0, 1]",0.9999999999999998,0.8633416295051575,,,0.3333333333333333
test_group_0135,diverse_balanced,"[2994, 1066, 1303]","[3840, 1355, 1671]","[0, -1, 1]",0.9999999999999998,0.9679192900657654,,,0.3333333333333333
test_group_0136,diverse_balanced,"[932, 805, 2195]","[1181, 1028, 2841]","[0, 1, -1]",0.9999999999999998,0.5845361948013306,,,0.3333333333333333
test_group_0137,diverse_balanced,"[3871, 818, 3089]","[4959, 1044, 3950]","[-1, 1, 0]",0.9999999999999998,0.7785124182701111,,,0.3333333333333333
test_group_0138,diverse_balanced,"[496, 516, 4662]","[646, 670, 5966]","[0, 1, -1]",0.9999999999999998,0.7293394207954407,,,0.3333333333333333
test_group_0139,diverse_balanced,"[2396, 4242, 4568]","[3087, 5447, 5844]","[0, -1, 1]",0.9999999999999998,1.0619299411773682,,,0.3333333333333333
test_group_0140,diverse_balanced,"[1518, 1182, 1428]","[1945, 1504, 1831]","[-1, 0, 1]",0.9999999999999998,0.5738143920898438,,,0.3333333333333333
test_group_0141,diverse_balanced,"[4322, 974, 2063]","[5539, 1238, 2662]","[1, -1, 0]",0.9999999999999998,0.5014163851737976,,,0.3333333333333333
test_group_0142,diverse_balanced,"[4045, 3398, 2093]","[5189, 4344, 2701]","[0, 1, -1]",0.9999999999999998,0.7944063544273376,,,0.3333333333333333
test_group_0143,diverse_balanced,"[3472, 3858, 3317]","[4443, 4942, 4237]","[-1, 1, 0]",0.9999999999999998,0.6582466959953308,,,0.3333333333333333
test_group_0144,diverse_balanced,"[747, 2651, 763]","[959, 3417, 977]","[0, 1, -1]",0.9999999999999998,1.0370889902114868,,,0.3333333333333333
test_group_0145,diverse_balanced,"[4288, 3028, 2456]","[5501, 3879, 3161]","[1, 0, -1]",0.9999999999999998,1.0962029695510864,,,0.3333333333333333
test_group_0146,diverse_balanced,"[4379, 2545, 444]","[5610, 3278, 579]","[1, -1, 0]",0.9999999999999998,0.7983861565589905,,,0.3333333333333333
test_group_0147,diverse_balanced,"[4129, 1009, 2036]","[5305, 1284, 2625]","[-1, 1, 0]",0.9999999999999998,0.8995030522346497,,,0.3333333333333333
test_group_0148,diverse_balanced,"[2139, 1277, 4697]","[2771, 1635, 6010]","[-1, 1, 0]",0.9999999999999998,0.5663236975669861,,,0.3333333333333333
test_group_0149,diverse_balanced,"[3003, 3887, 2779]","[3849, 4980, 3579]","[0, 1, -1]",0.9999999999999998,0.8572611808776855,,,0.3333333333333333
test_group_0150,diverse_balanced,"[3395, 1778, 4197]","[4339, 2272, 5393]","[-1, 0, 1]",0.9999999999999998,0.592918872833252,,,0.3333333333333333
test_group_0151,diverse_minority,"[22, 4501, 4698]","[30, 5755, 6011]","[0, 1, 0]",0.9182958340544894,0.9401839375495911,0.0,1.0,0.0
test_group_0152,diverse_minority,"[773, 2042, 781]","[988, 2632, 999]","[1, 0, 0]",0.9182958340544894,0.9197991490364075,0.0,1.0,0.0
test_group_0153,diverse_minority,"[3668, 4658, 751]","[4699, 5960, 963]","[0, 0, 1]",0.9182958340544894,0.7377330660820007,0.0,1.0,0.0
test_group_0154,diverse_minority,"[2158, 522, 4006]","[2791, 676, 5133]","[0, 0, 1]",0.9182958340544894,0.90510493516922,0.0,1.0,0.0
test_group_0155,diverse_minority,"[626, 1853, 2580]","[806, 2370, 3321]","[1, 0, 0]",0.9182958340544894,0.7326281666755676,0.0,1.0,0.0
test_group_0156,diverse_minority,"[737, 1561, 3818]","[948, 2000, 4894]","[0, 1, 0]",0.9182958340544894,0.773245632648468,0.0,1.0,0.0
test_group_0157,diverse_minority,"[1752, 2957, 337]","[2240, 3794, 435]","[0, 1, 0]",0.9182958340544894,0.7202518582344055,0.0,1.0,0.0
test_group_0158,diverse_minority,"[3438, 676, 677]","[4401, 868, 869]","[1, 0, 0]",0.9182958340544894,1.0799728631973267,0.0,1.0,0.0
test_group_0159,diverse_minority,"[2360, 1834, 409]","[3044, 2341, 529]","[0, 0, 1]",0.9182958340544894,0.8589498400688171,0.0,1.0,0.0
test_group_0160,diverse_minority,"[4338, 2749, 3441]","[5558, 3537, 4405]","[0, 0, 1]",0.9182958340544894,0.8317782282829285,0.0,1.0,0.0
test_group_0161,diverse_minority,"[3288, 1555, 2796]","[4199, 1992, 3600]","[0, 1, 0]",0.9182958340544894,0.6396396160125732,0.0,1.0,0.0
test_group_0162,diverse_minority,"[2364, 49, 1348]","[3048, 63, 1728]","[0, 1, 0]",0.9182958340544894,0.9496461749076843,0.0,1.0,0.0
test_group_0163,diverse_minority,"[4117, 3216, 4191]","[5288, 4101, 5384]","[0, 0, 1]",0.9182958340544894,1.0184404850006104,0.0,1.0,0.0
test_group_0164,diverse_minority,"[1584, 536, 4320]","[2024, 696, 5537]","[0, 1, 0]",0.9182958340544894,1.0063135623931885,0.0,1.0,0.0
test_group_0165,diverse_minority,"[2208, 3265, 2205]","[2856, 4168, 2853]","[0, 1, 0]",0.9182958340544894,0.6680306792259216,0.0,1.0,0.0
test_group_0166,diverse_minority,"[1788, 730, 1377]","[2284, 936, 1761]","[1, 0, 0]",0.9182958340544894,1.093913197517395,0.0,1.0,0.0
test_group_0167,diverse_minority,"[2034, 1467, 746]","[2623, 1879, 958]","[0, 0, 1]",0.9182958340544894,0.8709797859191895,0.0,1.0,0.0
test_group_0168,diverse_minority,"[4398, 4597, 824]","[5632, 5882, 1053]","[0, 0, 1]",0.9182958340544894,0.5157365202903748,0.0,1.0,0.0
test_group_0169,diverse_minority,"[301, 1940, 1107]","[391, 2497, 1403]","[1, 0, 0]",0.9182958340544894,0.9590379595756531,0.0,1.0,0.0
test_group_0170,diverse_minority,"[2257, 362, 3253]","[2914, 467, 4149]","[1, 0, 0]",0.9182958340544894,0.9995695948600769,0.0,1.0,0.0
test_group_0171,diverse_minority,"[1098, 2315, 1553]","[1392, 2989, 1987]","[0, 1, 0]",0.9182958340544894,0.7540168762207031,0.0,1.0,0.0
test_group_0172,diverse_minority,"[2563, 3318, 3071]","[3302, 4238, 3927]","[0, 1, 0]",0.9182958340544894,0.7014756798744202,0.0,1.0,0.0
test_group_0173,diverse_minority,"[1978, 4314, 2105]","[2552, 5530, 2728]","[0, 1, 0]",0.9182958340544894,0.7921773791313171,0.0,1.0,0.0
test_group_0174,diverse_minority,"[3502, 4267, 2704]","[4478, 5479, 3482]","[1, 0, 0]",0.9182958340544894,0.9550613760948181,0.0,1.0,0.0
test_group_0175,diverse_minority,"[4426, 3238, 2144]","[5667, 4128, 2777]","[1, 0, 0]",0.9182958340544894,0.884543240070343,0.0,1.0,0.0
test_group_0176,diverse_minority,"[1763, 4438, 1803]","[2251, 5680, 2304]","[1, 1, 0]",0.9182958340544894,0.7196436524391174,1.0,0.0,0.0
test_group_0177,diverse_minority,"[753, 924, 3264]","[965, 1169, 4167]","[1, 0, 1]",0.9182958340544894,0.74000483751297,1.0,0.0,0.0
test_group_0178,diverse_minority,"[2473, 1162, 3694]","[3184, 1481, 4733]","[1, 0, 1]",0.9182958340544894,0.49897515773773193,1.0,0.0,0.0
test_group_0179,diverse_minority,"[44, 4324, 2535]","[57, 5542, 3265]","[1, 0, 1]",0.9182958340544894,0.5233455300331116,1.0,0.0,0.0
test_group_0180,diverse_minority,"[2828, 4086, 2526]","[3643, 5252, 3255]","[1, 1, 0]",0.9182958340544894,0.6108664870262146,1.0,0.0,0.0
test_group_0181,diverse_minority,"[3006, 2629, 803]","[3852, 3389, 1026]","[1, 1, 0]",0.9182958340544894,0.3656359016895294,1.0,0.0,0.0
