group_id,group_type,member_position,user_idx,user_id,user_cluster
test_group_0029,homogeneous_cluster_0,0,2213,2861,0
test_group_0029,homogeneous_cluster_0,1,1754,2242,0
test_group_0029,homogeneous_cluster_0,2,4316,5532,0
test_group_0030,homogeneous_cluster_0,0,2875,3694,0
test_group_0030,homogeneous_cluster_0,1,610,789,0
test_group_0030,homogeneous_cluster_0,2,350,452,0
test_group_0031,homogeneous_cluster_0,0,1179,1501,0
test_group_0031,homogeneous_cluster_0,1,662,853,0
test_group_0031,homogeneous_cluster_0,2,58,75,0
test_group_0032,homogeneous_cluster_0,0,136,176,0
test_group_0032,homogeneous_cluster_0,1,247,325,0
test_group_0032,homogeneous_cluster_0,2,2378,3064,0
test_group_0033,homogeneous_cluster_0,0,1417,1816,0
test_group_0033,homogeneous_cluster_0,1,4088,5254,0
test_group_0033,homogeneous_cluster_0,2,3311,4231,0
test_group_0034,homogeneous_cluster_0,0,4575,5851,0
test_group_0034,homogeneous_cluster_0,1,3590,4592,0
test_group_0034,homogeneous_cluster_0,2,2648,3414,0
test_group_0035,homogeneous_cluster_0,0,1250,1599,0
test_group_0035,homogeneous_cluster_0,1,577,746,0
test_group_0035,homogeneous_cluster_0,2,2217,2865,0
test_group_0036,homogeneous_cluster_0,0,1622,2075,0
test_group_0036,homogeneous_cluster_0,1,1968,2539,0
test_group_0036,homogeneous_cluster_0,2,1776,2270,0
test_group_0037,homogeneous_cluster_0,0,112,140,0
test_group_0037,homogeneous_cluster_0,1,2610,3360,0
test_group_0037,homogeneous_cluster_0,2,1457,1867,0
test_group_0038,homogeneous_cluster_0,0,2039,2629,0
test_group_0038,homogeneous_cluster_0,1,993,1263,0
test_group_0038,homogeneous_cluster_0,2,3351,4285,0
test_group_0039,homogeneous_cluster_0,0,531,691,0
test_group_0039,homogeneous_cluster_0,1,1867,2392,0
test_group_0039,homogeneous_cluster_0,2,736,945,0
test_group_0040,homogeneous_cluster_0,0,1441,1847,0
test_group_0040,homogeneous_cluster_0,1,1882,2409,0
test_group_0040,homogeneous_cluster_0,2,1564,2003,0
test_group_0041,homogeneous_cluster_0,0,3148,4018,0
test_group_0041,homogeneous_cluster_0,1,734,943,0
test_group_0041,homogeneous_cluster_0,2,4489,5742,0
test_group_0042,homogeneous_cluster_0,0,4413,5650,0
test_group_0042,homogeneous_cluster_0,1,3751,4808,0
test_group_0042,homogeneous_cluster_0,2,345,445,0
test_group_0043,homogeneous_cluster_0,0,1766,2256,0
test_group_0043,homogeneous_cluster_0,1,1957,2521,0
test_group_0043,homogeneous_cluster_0,2,1828,2333,0
test_group_0044,homogeneous_cluster_0,0,4588,5869,0
test_group_0044,homogeneous_cluster_0,1,73,96,0
test_group_0044,homogeneous_cluster_0,2,3494,4468,0
test_group_0045,homogeneous_cluster_0,0,159,204,0
test_group_0045,homogeneous_cluster_0,1,3138,4005,0
test_group_0045,homogeneous_cluster_0,2,3561,4557,0
test_group_0046,homogeneous_cluster_0,0,3233,4123,0
test_group_0046,homogeneous_cluster_0,1,1020,1296,0
test_group_0046,homogeneous_cluster_0,2,3639,4659,0
test_group_0047,homogeneous_cluster_0,0,3819,4895,0
test_group_0047,homogeneous_cluster_0,1,2241,2896,0
test_group_0047,homogeneous_cluster_0,2,1953,2517,0
test_group_0048,homogeneous_cluster_0,0,1398,1790,0
test_group_0048,homogeneous_cluster_0,1,2571,3312,0
test_group_0048,homogeneous_cluster_0,2,4315,5531,0
test_group_0049,homogeneous_cluster_0,0,91,117,0
test_group_0049,homogeneous_cluster_0,1,2731,3515,0
test_group_0049,homogeneous_cluster_0,2,207,272,0
test_group_0050,homogeneous_cluster_0,0,3974,5093,0
test_group_0050,homogeneous_cluster_0,1,4506,5762,0
test_group_0050,homogeneous_cluster_0,2,1999,2577,0
test_group_0051,homogeneous_cluster_1,0,3457,4426,1
test_group_0051,homogeneous_cluster_1,1,3036,3888,1
test_group_0051,homogeneous_cluster_1,2,622,802,1
test_group_0052,homogeneous_cluster_1,0,4589,5871,1
test_group_0052,homogeneous_cluster_1,1,4623,5915,1
test_group_0052,homogeneous_cluster_1,2,167,220,1
test_group_0053,homogeneous_cluster_1,0,979,1244,1
test_group_0053,homogeneous_cluster_1,1,3633,4652,1
test_group_0053,homogeneous_cluster_1,2,4099,5268,1
test_group_0054,homogeneous_cluster_1,0,3719,4767,1
test_group_0054,homogeneous_cluster_1,1,4158,5339,1
test_group_0054,homogeneous_cluster_1,2,892,1133,1
test_group_0055,homogeneous_cluster_1,0,2864,3683,1
test_group_0055,homogeneous_cluster_1,1,2067,2666,1
test_group_0055,homogeneous_cluster_1,2,201,265,1
test_group_0056,homogeneous_cluster_1,0,4255,5460,1
test_group_0056,homogeneous_cluster_1,1,1349,1729,1
test_group_0056,homogeneous_cluster_1,2,177,235,1
test_group_0057,homogeneous_cluster_1,0,4472,5723,1
test_group_0057,homogeneous_cluster_1,1,3885,4978,1
test_group_0057,homogeneous_cluster_1,2,3476,4447,1
test_group_0058,homogeneous_cluster_1,0,347,449,1
test_group_0058,homogeneous_cluster_1,1,4055,5204,1
test_group_0058,homogeneous_cluster_1,2,2227,2880,1
test_group_0059,homogeneous_cluster_1,0,477,623,1
test_group_0059,homogeneous_cluster_1,1,2296,2964,1
test_group_0059,homogeneous_cluster_1,2,2046,2637,1
test_group_0060,homogeneous_cluster_1,0,2442,3143,1
test_group_0060,homogeneous_cluster_1,1,2619,3371,1
test_group_0060,homogeneous_cluster_1,2,942,1196,1
test_group_0061,homogeneous_cluster_1,0,1164,1483,1
test_group_0061,homogeneous_cluster_1,1,3511,4488,1
test_group_0061,homogeneous_cluster_1,2,2421,3116,1
test_group_0062,homogeneous_cluster_1,0,3761,4818,1
test_group_0062,homogeneous_cluster_1,1,1367,1749,1
test_group_0062,homogeneous_cluster_1,2,3807,4879,1
test_group_0063,homogeneous_cluster_1,0,4065,5220,1
test_group_0063,homogeneous_cluster_1,1,2983,3828,1
test_group_0063,homogeneous_cluster_1,2,3780,4841,1
test_group_0064,homogeneous_cluster_1,0,263,342,1
test_group_0064,homogeneous_cluster_1,1,2202,2849,1
test_group_0064,homogeneous_cluster_1,2,608,787,1
test_group_0065,homogeneous_cluster_1,0,3619,4631,1
test_group_0065,homogeneous_cluster_1,1,2464,3172,1
test_group_0065,homogeneous_cluster_1,2,1001,1273,1
test_group_0066,homogeneous_cluster_1,0,1096,1390,1
test_group_0066,homogeneous_cluster_1,1,4233,5434,1
test_group_0066,homogeneous_cluster_1,2,1773,2265,1
test_group_0067,homogeneous_cluster_1,0,2181,2817,1
test_group_0067,homogeneous_cluster_1,1,4558,5831,1
test_group_0067,homogeneous_cluster_1,2,3492,4466,1
test_group_0068,homogeneous_cluster_1,0,2814,3621,1
test_group_0068,homogeneous_cluster_1,1,3371,4308,1
test_group_0068,homogeneous_cluster_1,2,2530,3259,1
test_group_0069,homogeneous_cluster_1,0,495,645,1
test_group_0069,homogeneous_cluster_1,1,4307,5520,1
test_group_0069,homogeneous_cluster_1,2,1144,1451,1
test_group_0070,homogeneous_cluster_1,0,1566,2005,1
test_group_0070,homogeneous_cluster_1,1,1604,2051,1
test_group_0070,homogeneous_cluster_1,2,118,149,1
test_group_0071,homogeneous_cluster_1,0,3731,4784,1
test_group_0071,homogeneous_cluster_1,1,503,655,1
test_group_0071,homogeneous_cluster_1,2,4094,5262,1
test_group_0072,homogeneous_cluster_1,0,3340,4269,1
test_group_0072,homogeneous_cluster_1,1,2597,3344,1
test_group_0072,homogeneous_cluster_1,2,2278,2942,1
test_group_0073,homogeneous_cluster_1,0,3247,4139,1
test_group_0073,homogeneous_cluster_1,1,1399,1791,1
test_group_0073,homogeneous_cluster_1,2,1288,1647,1
test_group_0074,homogeneous_cluster_1,0,1122,1422,1
test_group_0074,homogeneous_cluster_1,1,2484,3200,1
test_group_0074,homogeneous_cluster_1,2,2494,3210,1
test_group_0075,homogeneous_cluster_1,0,1995,2572,1
test_group_0075,homogeneous_cluster_1,1,1329,1701,1
test_group_0075,homogeneous_cluster_1,2,881,1120,1
test_group_0076,homogeneous_cluster_1,0,493,643,1
test_group_0076,homogeneous_cluster_1,1,1681,2145,1
test_group_0076,homogeneous_cluster_1,2,459,601,1
test_group_0077,homogeneous_cluster_1,0,3061,3916,1
test_group_0077,homogeneous_cluster_1,1,2664,3433,1
test_group_0077,homogeneous_cluster_1,2,1433,1836,1
test_group_0078,homogeneous_cluster_1,0,1528,1956,1
test_group_0078,homogeneous_cluster_1,1,4718,6036,1
test_group_0078,homogeneous_cluster_1,2,4304,5517,1
test_group_0079,homogeneous_cluster_1,0,3078,3938,1
test_group_0079,homogeneous_cluster_1,1,3504,4480,1
test_group_0079,homogeneous_cluster_1,2,3829,4906,1
test_group_0080,homogeneous_cluster_1,0,748,960,1
test_group_0080,homogeneous_cluster_1,1,2995,3841,1
test_group_0080,homogeneous_cluster_1,2,4334,5554,1
test_group_0081,homogeneous_cluster_1,0,750,962,1
test_group_0081,homogeneous_cluster_1,1,4527,5788,1
test_group_0081,homogeneous_cluster_1,2,343,442,1
test_group_0082,homogeneous_cluster_1,0,4073,5232,1
test_group_0082,homogeneous_cluster_1,1,395,513,1
test_group_0082,homogeneous_cluster_1,2,2470,3180,1
test_group_0083,homogeneous_cluster_1,0,3736,4790,1
test_group_0083,homogeneous_cluster_1,1,4281,5493,1
test_group_0083,homogeneous_cluster_1,2,2258,2915,1
test_group_0084,homogeneous_cluster_1,0,2623,3380,1
test_group_0084,homogeneous_cluster_1,1,2590,3336,1
test_group_0084,homogeneous_cluster_1,2,2529,3258,1
test_group_0085,homogeneous_cluster_1,0,4269,5481,1
test_group_0085,homogeneous_cluster_1,1,2183,2820,1
test_group_0085,homogeneous_cluster_1,2,3896,4994,1
test_group_0086,homogeneous_cluster_1,0,2211,2859,1
test_group_0086,homogeneous_cluster_1,1,2898,3718,1
test_group_0086,homogeneous_cluster_1,2,4635,5930,1
test_group_0087,homogeneous_cluster_1,0,3355,4290,1
test_group_0087,homogeneous_cluster_1,1,3376,4313,1
test_group_0087,homogeneous_cluster_1,2,3386,4327,1
test_group_0088,homogeneous_cluster_1,0,3674,4706,1
test_group_0088,homogeneous_cluster_1,1,4394,5627,1
test_group_0088,homogeneous_cluster_1,2,3727,4780,1
test_group_0089,homogeneous_cluster_1,0,1327,1699,1
test_group_0089,homogeneous_cluster_1,1,1346,1726,1
test_group_0089,homogeneous_cluster_1,2,904,1146,1
test_group_0090,homogeneous_cluster_1,0,598,774,1
test_group_0090,homogeneous_cluster_1,1,3920,5024,1
test_group_0090,homogeneous_cluster_1,2,4173,5356,1
test_group_0091,homogeneous_cluster_1,0,406,524,1
test_group_0091,homogeneous_cluster_1,1,2319,2993,1
test_group_0091,homogeneous_cluster_1,2,1820,2324,1
test_group_0092,homogeneous_cluster_1,0,2760,3556,1
test_group_0092,homogeneous_cluster_1,1,1927,2477,1
test_group_0092,homogeneous_cluster_1,2,2279,2943,1
test_group_0093,homogeneous_cluster_1,0,1036,1320,1
test_group_0093,homogeneous_cluster_1,1,1149,1463,1
test_group_0093,homogeneous_cluster_1,2,1520,1947,1
test_group_0094,homogeneous_cluster_1,0,4165,5347,1
test_group_0094,homogeneous_cluster_1,1,1671,2132,1
test_group_0094,homogeneous_cluster_1,2,1644,2100,1
test_group_0095,homogeneous_cluster_1,0,2131,2761,1
test_group_0095,homogeneous_cluster_1,1,719,924,1
test_group_0095,homogeneous_cluster_1,2,133,173,1
test_group_0096,homogeneous_cluster_1,0,1142,1449,1
test_group_0096,homogeneous_cluster_1,1,3456,4425,1
test_group_0096,homogeneous_cluster_1,2,1126,1426,1
test_group_0097,homogeneous_cluster_1,0,4265,5474,1
test_group_0097,homogeneous_cluster_1,1,4673,5981,1
test_group_0097,homogeneous_cluster_1,2,1235,1583,1
test_group_0098,homogeneous_cluster_1,0,969,1230,1
test_group_0098,homogeneous_cluster_1,1,3245,4137,1
test_group_0098,homogeneous_cluster_1,2,964,1222,1
test_group_0099,homogeneous_cluster_1,0,4524,5785,1
test_group_0099,homogeneous_cluster_1,1,1406,1800,1
test_group_0099,homogeneous_cluster_1,2,3142,4011,1
test_group_0100,homogeneous_cluster_1,0,2455,3159,1
test_group_0100,homogeneous_cluster_1,1,2722,3505,1
test_group_0100,homogeneous_cluster_1,2,3776,4835,1
test_group_0101,diverse_balanced,0,2080,2683,-1
test_group_0101,diverse_balanced,1,50,65,0
test_group_0101,diverse_balanced,2,2212,2860,1
test_group_0102,diverse_balanced,0,394,510,0
test_group_0102,diverse_balanced,1,3169,4042,1
test_group_0102,diverse_balanced,2,2916,3745,-1
test_group_0103,diverse_balanced,0,2541,3271,0
test_group_0103,diverse_balanced,1,1849,2365,-1
test_group_0103,diverse_balanced,2,2696,3474,1
test_group_0104,diverse_balanced,0,2468,3177,0
test_group_0104,diverse_balanced,1,2371,3055,-1
test_group_0104,diverse_balanced,2,4356,5580,1
test_group_0105,diverse_balanced,0,162,210,-1
test_group_0105,diverse_balanced,1,4300,5513,1
test_group_0105,diverse_balanced,2,2098,2715,0
test_group_0106,diverse_balanced,0,63,82,1
test_group_0106,diverse_balanced,1,2167,2801,0
test_group_0106,diverse_balanced,2,4164,5346,-1
test_group_0107,diverse_balanced,0,1502,1925,-1
test_group_0107,diverse_balanced,1,808,1031,0
test_group_0107,diverse_balanced,2,745,957,1
test_group_0108,diverse_balanced,0,1100,1395,1
test_group_0108,diverse_balanced,1,2838,3654,-1
test_group_0108,diverse_balanced,2,4033,5176,0
test_group_0109,diverse_balanced,0,2184,2822,0
test_group_0109,diverse_balanced,1,2718,3500,1
test_group_0109,diverse_balanced,2,2869,3688,-1
test_group_0110,diverse_balanced,0,3687,4725,-1
test_group_0110,diverse_balanced,1,464,608,0
test_group_0110,diverse_balanced,2,1742,2228,1
test_group_0111,diverse_balanced,0,4536,5801,1
test_group_0111,diverse_balanced,1,2721,3504,-1
test_group_0111,diverse_balanced,2,3454,4422,0
test_group_0112,diverse_balanced,0,4107,5277,1
test_group_0112,diverse_balanced,1,3793,4859,0
test_group_0112,diverse_balanced,2,2743,3529,-1
test_group_0113,diverse_balanced,0,126,162,0
test_group_0113,diverse_balanced,1,237,309,-1
test_group_0113,diverse_balanced,2,94,120,1
test_group_0114,diverse_balanced,0,3676,4708,1
test_group_0114,diverse_balanced,1,2290,2955,-1
test_group_0114,diverse_balanced,2,1697,2166,0
test_group_0115,diverse_balanced,0,1756,2244,1
test_group_0115,diverse_balanced,1,4594,5879,-1
test_group_0115,diverse_balanced,2,4305,5518,0
test_group_0116,diverse_balanced,0,2391,3082,1
test_group_0116,diverse_balanced,1,358,462,0
test_group_0116,diverse_balanced,2,972,1233,-1
test_group_0117,diverse_balanced,0,3412,4361,1
test_group_0117,diverse_balanced,1,897,1138,-1
test_group_0117,diverse_balanced,2,3248,4140,0
test_group_0118,diverse_balanced,0,2615,3365,0
test_group_0118,diverse_balanced,1,498,648,1
test_group_0118,diverse_balanced,2,4456,5705,-1
test_group_0119,diverse_balanced,0,3090,3951,0
test_group_0119,diverse_balanced,1,1921,2465,1
test_group_0119,diverse_balanced,2,1464,1875,-1
test_group_0120,diverse_balanced,0,928,1175,0
test_group_0120,diverse_balanced,1,1573,2012,1
test_group_0120,diverse_balanced,2,1450,1858,-1
test_group_0121,diverse_balanced,0,504,656,-1
test_group_0121,diverse_balanced,1,3746,4801,0
test_group_0121,diverse_balanced,2,4110,5281,1
test_group_0122,diverse_balanced,0,672,863,1
test_group_0122,diverse_balanced,1,2451,3155,0
test_group_0122,diverse_balanced,2,4391,5624,-1
test_group_0123,diverse_balanced,0,371,477,1
test_group_0123,diverse_balanced,1,3290,4203,-1
test_group_0123,diverse_balanced,2,2075,2678,0
test_group_0124,diverse_balanced,0,3715,4763,0
test_group_0124,diverse_balanced,1,3080,3941,-1
test_group_0124,diverse_balanced,2,959,1217,1
test_group_0125,diverse_balanced,0,4495,5749,1
test_group_0125,diverse_balanced,1,2017,2600,0
test_group_0125,diverse_balanced,2,2270,2933,-1
test_group_0126,diverse_balanced,0,4192,5385,1
test_group_0126,diverse_balanced,1,1851,2367,0
test_group_0126,diverse_balanced,2,965,1223,-1
test_group_0127,diverse_balanced,0,4712,6028,0
test_group_0127,diverse_balanced,1,4541,5807,-1
test_group_0127,diverse_balanced,2,59,76,1
test_group_0128,diverse_balanced,0,4388,5621,1
test_group_0128,diverse_balanced,1,4145,5326,0
test_group_0128,diverse_balanced,2,1247,1595,-1
test_group_0129,diverse_balanced,0,4243,5448,-1
test_group_0129,diverse_balanced,1,3869,4957,1
test_group_0129,diverse_balanced,2,2812,3619,0
test_group_0130,diverse_balanced,0,1924,2469,-1
test_group_0130,diverse_balanced,1,3811,4886,0
test_group_0130,diverse_balanced,2,3223,4112,1
test_group_0131,diverse_balanced,0,4511,5767,0
test_group_0131,diverse_balanced,1,4104,5273,1
test_group_0131,diverse_balanced,2,4123,5298,-1
test_group_0132,diverse_balanced,0,2305,2975,1
test_group_0132,diverse_balanced,1,641,825,-1
test_group_0132,diverse_balanced,2,1231,1576,0
test_group_0133,diverse_balanced,0,3295,4208,0
test_group_0133,diverse_balanced,1,2568,3309,1
test_group_0133,diverse_balanced,2,3594,4598,-1
test_group_0134,diverse_balanced,0,4009,5136,-1
test_group_0134,diverse_balanced,1,35,45,0
test_group_0134,diverse_balanced,2,2908,3733,1
test_group_0135,diverse_balanced,0,2994,3840,0
test_group_0135,diverse_balanced,1,1066,1355,-1
test_group_0135,diverse_balanced,2,1303,1671,1
test_group_0136,diverse_balanced,0,932,1181,0
test_group_0136,diverse_balanced,1,805,1028,1
test_group_0136,diverse_balanced,2,2195,2841,-1
test_group_0137,diverse_balanced,0,3871,4959,-1
test_group_0137,diverse_balanced,1,818,1044,1
test_group_0137,diverse_balanced,2,3089,3950,0
test_group_0138,diverse_balanced,0,496,646,0
test_group_0138,diverse_balanced,1,516,670,1
test_group_0138,diverse_balanced,2,4662,5966,-1
test_group_0139,diverse_balanced,0,2396,3087,0
test_group_0139,diverse_balanced,1,4242,5447,-1
test_group_0139,diverse_balanced,2,4568,5844,1
test_group_0140,diverse_balanced,0,1518,1945,-1
test_group_0140,diverse_balanced,1,1182,1504,0
test_group_0140,diverse_balanced,2,1428,1831,1
test_group_0141,diverse_balanced,0,4322,5539,1
test_group_0141,diverse_balanced,1,974,1238,-1
test_group_0141,diverse_balanced,2,2063,2662,0
test_group_0142,diverse_balanced,0,4045,5189,0
test_group_0142,diverse_balanced,1,3398,4344,1
test_group_0142,diverse_balanced,2,2093,2701,-1
test_group_0143,diverse_balanced,0,3472,4443,-1
test_group_0143,diverse_balanced,1,3858,4942,1
test_group_0143,diverse_balanced,2,3317,4237,0
test_group_0144,diverse_balanced,0,747,959,0
test_group_0144,diverse_balanced,1,2651,3417,1
test_group_0144,diverse_balanced,2,763,977,-1
test_group_0145,diverse_balanced,0,4288,5501,1
test_group_0145,diverse_balanced,1,3028,3879,0
test_group_0145,diverse_balanced,2,2456,3161,-1
test_group_0146,diverse_balanced,0,4379,5610,1
test_group_0146,diverse_balanced,1,2545,3278,-1
test_group_0146,diverse_balanced,2,444,579,0
test_group_0147,diverse_balanced,0,4129,5305,-1
test_group_0147,diverse_balanced,1,1009,1284,1
test_group_0147,diverse_balanced,2,2036,2625,0
test_group_0148,diverse_balanced,0,2139,2771,-1
test_group_0148,diverse_balanced,1,1277,1635,1
test_group_0148,diverse_balanced,2,4697,6010,0
test_group_0149,diverse_balanced,0,3003,3849,0
test_group_0149,diverse_balanced,1,3887,4980,1
test_group_0149,diverse_balanced,2,2779,3579,-1
test_group_0150,diverse_balanced,0,3395,4339,-1
test_group_0150,diverse_balanced,1,1778,2272,0
test_group_0150,diverse_balanced,2,4197,5393,1
test_group_0151,diverse_minority,0,22,30,0
test_group_0151,diverse_minority,1,4501,5755,1
test_group_0151,diverse_minority,2,4698,6011,0
test_group_0152,diverse_minority,0,773,988,1
test_group_0152,diverse_minority,1,2042,2632,0
test_group_0152,diverse_minority,2,781,999,0
test_group_0153,diverse_minority,0,3668,4699,0
test_group_0153,diverse_minority,1,4658,5960,0
test_group_0153,diverse_minority,2,751,963,1
test_group_0154,diverse_minority,0,2158,2791,0
test_group_0154,diverse_minority,1,522,676,0
test_group_0154,diverse_minority,2,4006,5133,1
test_group_0155,diverse_minority,0,626,806,1
test_group_0155,diverse_minority,1,1853,2370,0
test_group_0155,diverse_minority,2,2580,3321,0
test_group_0156,diverse_minority,0,737,948,0
test_group_0156,diverse_minority,1,1561,2000,1
test_group_0156,diverse_minority,2,3818,4894,0
test_group_0157,diverse_minority,0,1752,2240,0
test_group_0157,diverse_minority,1,2957,3794,1
test_group_0157,diverse_minority,2,337,435,0
test_group_0158,diverse_minority,0,3438,4401,1
test_group_0158,diverse_minority,1,676,868,0
test_group_0158,diverse_minority,2,677,869,0
test_group_0159,diverse_minority,0,2360,3044,0
test_group_0159,diverse_minority,1,1834,2341,0
test_group_0159,diverse_minority,2,409,529,1
test_group_0160,diverse_minority,0,4338,5558,0
test_group_0160,diverse_minority,1,2749,3537,0
test_group_0160,diverse_minority,2,3441,4405,1
test_group_0161,diverse_minority,0,3288,4199,0
test_group_0161,diverse_minority,1,1555,1992,1
test_group_0161,diverse_minority,2,2796,3600,0
test_group_0162,diverse_minority,0,2364,3048,0
test_group_0162,diverse_minority,1,49,63,1
test_group_0162,diverse_minority,2,1348,1728,0
test_group_0163,diverse_minority,0,4117,5288,0
test_group_0163,diverse_minority,1,3216,4101,0
test_group_0163,diverse_minority,2,4191,5384,1
test_group_0164,diverse_minority,0,1584,2024,0
test_group_0164,diverse_minority,1,536,696,1
test_group_0164,diverse_minority,2,4320,5537,0
test_group_0165,diverse_minority,0,2208,2856,0
test_group_0165,diverse_minority,1,3265,4168,1
test_group_0165,diverse_minority,2,2205,2853,0
test_group_0166,diverse_minority,0,1788,2284,1
test_group_0166,diverse_minority,1,730,936,0
test_group_0166,diverse_minority,2,1377,1761,0
test_group_0167,diverse_minority,0,2034,2623,0
test_group_0167,diverse_minority,1,1467,1879,0
test_group_0167,diverse_minority,2,746,958,1
test_group_0168,diverse_minority,0,4398,5632,0
test_group_0168,diverse_minority,1,4597,5882,0
test_group_0168,diverse_minority,2,824,1053,1
test_group_0169,diverse_minority,0,301,391,1
test_group_0169,diverse_minority,1,1940,2497,0
test_group_0169,diverse_minority,2,1107,1403,0
test_group_0170,diverse_minority,0,2257,2914,1
test_group_0170,diverse_minority,1,362,467,0
test_group_0170,diverse_minority,2,3253,4149,0
test_group_0171,diverse_minority,0,1098,1392,0
test_group_0171,diverse_minority,1,2315,2989,1
test_group_0171,diverse_minority,2,1553,1987,0
test_group_0172,diverse_minority,0,2563,3302,0
test_group_0172,diverse_minority,1,3318,4238,1
test_group_0172,diverse_minority,2,3071,3927,0
test_group_0173,diverse_minority,0,1978,2552,0
test_group_0173,diverse_minority,1,4314,5530,1
