group_id,group_type,method,score_source,aggregation,user_idx,user_id,user_cluster,member_precision_10,member_recall_10,member_ndcg_10,member_hit_10,member_satisfaction
test_group_0001,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,4411,5648,0,0.1,0.3333333333333333,0.13565197343244778,1.0,0.13565197343244778
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,4411,5648,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2090,2698,0,0.0,0.0,0.0,0.0,0.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2795,3599,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2106,2730,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2698,3476,0,0.0,0.0,0.0,0.0,0.0
test_group_0002,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2566,3306,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_average,mf,average,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_average,mf,average,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_average,mf,average,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_least_misery,mf,least_misery,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_least_misery,mf,least_misery,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_least_misery,mf,least_misery,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,1824,2329,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,163,212,0,0.0,0.0,0.0,0.0,0.0
test_group_0003,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,729,935,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_average,mf,average,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_average,mf,average,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_average,mf,average,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_least_misery,mf,least_misery,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_least_misery,mf,least_misery,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_least_misery,mf,least_misery,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,3185,4063,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,1873,2400,0,0.0,0.0,0.0,0.0,0.0
test_group_0004,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,3094,3955,0,0.0,0.0,0.0,0.0,0.0
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,3136,4003,0,0.0,0.0,0.0,0.0,0.0
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,2909,3734,0,0.0,0.0,0.0,0.0,0.0
test_group_0005,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,1230,1575,0,0.0,0.0,0.0,0.0,0.0
